labels	salinity_surface_whole_yr_max	salinity_surface_whole_yr_mean	salinity_surface_whole_yr_min	salinity_water_column_whole_yr_max	salinity_water_column_whole_yr_mean	salinity_water_column_whole_yr_min	salinity_surface_repro_max	salinity_surface_repro_mean	salinity_surface_repro_min	salinity_water_column_repro_max	salinity_water_column_repro_mean	salinity_water_column_repro_min	sst_whole_yr_max	sst_whole_yr_mean	sst_whole_yr_min	sst_repro_max	sst_repro_mean	sst_repro_min	chlo_surface_max	chlo_surface_mean	chlo_surface_min	chlo_benthic_max	chlo_benthic_mean	chlo_benthic_min	IND	LAT	LON
pal_bal_072	38.230583190918	37.3379525370981	36.6366500854492	38.2457389831543	37.3862160167475	36.496711730957	38.1951179504395	37.2180497399692	36.6366500854492	38.3795928955078	37.8968560931326	37.1678276062012	29.3662796020508	19.5549646520067	13.2911195755005	29.3662796020508	23.634391105038	17.2479209899902	0.148074	0.058609	0.029119	0.230961	0.062156	0.028454	pal_bal_098	40.0227666700	4.3254500000
pal_bal_073	38.28369140625	37.436046008406	36.7980537414551	38.3389434814453	37.6090180258517	36.7029113769531	38.28369140625	37.3649721912954	36.7980537414551	38.3289070129395	37.7462397169793	37.0829696655273	28.8412494659424	19.3958233827832	13.1438455581665	28.8412494659424	23.4275415354762	17.2803382873535	0.178624	0.061322	0.028732	0.187997	0.100182	0.056433	pal_bal_137	39.6758330000	3.4826830000
pal_bal_074	38.28369140625	37.436046008406	36.7980537414551	38.3389434814453	37.6090180258517	36.7029113769531	38.28369140625	37.3649721912954	36.7980537414551	38.3289070129395	37.7462397169793	37.0829696655273	28.8412494659424	19.3958233827832	13.1438455581665	28.8412494659424	23.4275415354762	17.2803382873535	0.178624	0.061322	0.028732	0.187997	0.100182	0.056433	pal_bal_158	39.7084000000	3.4862330000
pal_bal_075	38.28369140625	37.436046008406	36.7980537414551	38.3389434814453	37.6090180258517	36.7029113769531	38.28369140625	37.3649721912954	36.7980537414551	38.3289070129395	37.7462397169793	37.0829696655273	28.8412494659424	19.3958233827832	13.1438455581665	28.8412494659424	23.4275415354762	17.2803382873535	0.178624	0.061322	0.028732	0.187997	0.100182	0.056433	pal_bal_136	39.7295330000	3.4824530000
pal_bal_076	38.2876129150391	37.4284568983933	36.748893737793	38.2669258117676	37.4570360987579	36.6200790405273	38.2876129150391	37.3581425458535	36.748893737793	38.3795928955078	37.8968560931326	37.1678276062012	28.8677082061768	19.3885823830791	12.9696578979492	28.8677082061768	23.4604857543419	17.214225769043	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_163	40.1270000000	3.9921670000
pal_bal_077	38.2876129150391	37.4284568983933	36.748893737793	38.2669258117676	37.4570360987579	36.6200790405273	38.2876129150391	37.3581425458535	36.748893737793	38.3795928955078	37.8968560931326	37.1678276062012	28.8677082061768	19.3885823830791	12.9696578979492	28.8677082061768	23.4604857543419	17.214225769043	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_133	40.0729330000	4.0272000000
pal_bal_078	38.360710144043	37.4884158057728	36.7519378662109	38.3341751098633	37.5193963946054	36.6377182006836	38.360710144043	37.4153492806972	36.7519378662109	38.3795928955078	37.8968560931326	37.1678276062012	28.7772254943848	19.2727568368802	12.8566217422485	28.7772254943848	23.3455749928266	17.1722030639648	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_172	39.7597670000	3.2369000000
pal_bal_079	38.3122138977051	37.4553568390594	36.8476448059082	38.3365783691406	37.6162997946346	36.7766151428223	38.3122138977051	37.3872773619904	36.8476448059082	38.3541488647461	37.8151152672895	37.0485229492188	28.8240356445312	19.3691456728968	13.1751708984375	28.8240356445312	23.382243452401	17.336446762085	0.211282	0.065184	0.029519	0.088555	0.037612	0.024207	pal_bal_067	39.5995333300	2.3392500000
pal_bal_080	38.3537673950195	37.4660184684841	36.8458213806152	38.3357963562012	37.6284061529544	36.7823524475098	38.3537673950195	37.3982393549777	36.8458213806152	38.3443870544434	37.8233161940885	37.024585723877	28.8114490509033	19.3352206712482	13.1199331283569	28.8114490509033	23.3512720129956	17.2126846313477	0.211282	0.065184	0.029519	0.088555	0.037612	0.024207	pal_bal_156	39.7179700000	3.4973000000
pal_bal_081	38.3537673950195	37.4660184684841	36.8458213806152	38.3357963562012	37.6284061529544	36.7823524475098	38.3537673950195	37.3982393549777	36.8458213806152	38.3443870544434	37.8233161940885	37.024585723877	28.8114490509033	19.3352206712482	13.1199331283569	28.8114490509033	23.3512720129956	17.2126846313477	0.211282	0.065184	0.029519	0.088555	0.037612	0.024207	pal_bal_119	42.3240166700	3.3216500000
pal_bal_082	38.360710144043	37.4884158057728	36.7519378662109	38.3341751098633	37.5193963946054	36.6377182006836	38.360710144043	37.4153492806972	36.7519378662109	38.3795928955078	37.8968560931326	37.1678276062012	28.7772254943848	19.2727568368802	12.8566217422485	28.7772254943848	23.3455749928266	17.1722030639648	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_179	39.8236000000	3.5370170000
pal_bal_083	38.360710144043	37.4884158057728	36.7519378662109	38.3341751098633	37.5193963946054	36.6377182006836	38.360710144043	37.4153492806972	36.7519378662109	38.3795928955078	37.8968560931326	37.1678276062012	28.7772254943848	19.2727568368802	12.8566217422485	28.7772254943848	23.3455749928266	17.1722030639648	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_103	40.0952500000	4.1815500000
pal_bal_084	38.360710144043	37.4884158057728	36.7519378662109	38.3341751098633	37.5193963946054	36.6377182006836	38.360710144043	37.4153492806972	36.7519378662109	38.3795928955078	37.8968560931326	37.1678276062012	28.7772254943848	19.2727568368802	12.8566217422485	28.7772254943848	23.3455749928266	17.1722030639648	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pan_spaS_003	36.9820330000	-1.8664830000
pal_bal_085	38.2876129150391	37.4284568983933	36.748893737793	38.2669258117676	37.4570360987579	36.6200790405273	38.2876129150391	37.3581425458535	36.748893737793	38.3795928955078	37.8968560931326	37.1678276062012	28.8677082061768	19.3885823830791	12.9696578979492	28.8677082061768	23.4604857543419	17.214225769043	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_047	39.9102000000	0.6409500000
pal_bal_086	38.3201293945312	37.4745828803928	36.8063163757324	38.382755279541	38.0110174654649	37.1678276062012	38.3197784423828	37.3557407335303	36.8063163757324	38.3795928955078	37.8968560931326	37.1678276062012	29.0635013580322	19.3223179537674	13.0586013793945	29.0635013580322	23.4096837208189	17.0182323455811	0.133778	0.059049	0.029001	0.4043	0.11611	0.030937	pan_spaS_026	36.7302170000	-2.0839000000
pal_bal_087	38.3201293945312	37.4745828803928	36.8063163757324	38.382755279541	38.0110174654649	37.1678276062012	38.3197784423828	37.3557407335303	36.8063163757324	38.3795928955078	37.8968560931326	37.1678276062012	29.0635013580322	19.3223179537674	13.0586013793945	29.0635013580322	23.4096837208189	17.0182323455811	0.133778	0.059049	0.029001	0.4043	0.11611	0.030937	pal_bal_148	40.1280330000	4.0025830000
pal_bal_088	38.3201293945312	37.4745828803928	36.8063163757324	38.382755279541	38.0110174654649	37.1678276062012	38.3197784423828	37.3557407335303	36.8063163757324	38.3795928955078	37.8968560931326	37.1678276062012	29.0635013580322	19.3223179537674	13.0586013793945	29.0635013580322	23.4096837208189	17.0182323455811	0.133778	0.059049	0.029001	0.4043	0.11611	0.030937	pal_bal_010	39.8787833300	3.4090500000
pal_bal_089	38.3201293945312	37.4745828803928	36.8063163757324	38.382755279541	38.0110174654649	37.1678276062012	38.3197784423828	37.3557407335303	36.8063163757324	38.3795928955078	37.8968560931326	37.1678276062012	29.0635013580322	19.3223179537674	13.0586013793945	29.0635013580322	23.4096837208189	17.0182323455811	0.133778	0.059049	0.029001	0.4043	0.11611	0.030937	pal_bal_111	42.3551800000	3.2608860000
pal_bal_090	38.3201293945312	37.4745828803928	36.8063163757324	38.382755279541	38.0110174654649	37.1678276062012	38.3197784423828	37.3557407335303	36.8063163757324	38.3795928955078	37.8968560931326	37.1678276062012	29.0635013580322	19.3223179537674	13.0586013793945	29.0635013580322	23.4096837208189	17.0182323455811	0.133778	0.059049	0.029001	0.4043	0.11611	0.030937	pal_bal_016	39.8748333300	0.6661666700
pal_bal_091	38.3752784729004	37.5052405280628	36.7654190063477	38.335376739502	37.5241580904672	36.6517524719238	38.3752784729004	37.4326650246807	36.7654190063477	38.3795928955078	37.8968560931326	37.1678276062012	28.8027687072754	19.2655842852318	12.8487672805786	28.8027687072754	23.3512524571912	17.1413860321045	0.129442	0.056107	0.029303	0.230364	0.064083	0.027841	pal_bal_147	40.1280330000	4.0025830000
pal_bal_092	38.3752784729004	37.5052405280628	36.7654190063477	38.335376739502	37.5241580904672	36.6517524719238	38.3752784729004	37.4326650246807	36.7654190063477	38.3795928955078	37.8968560931326	37.1678276062012	28.8027687072754	19.2655842852318	12.8487672805786	28.8027687072754	23.3512524571912	17.1413860321045	0.129442	0.056107	0.029303	0.230364	0.064083	0.027841	pal_bal_049	39.9081666700	0.6380666700
pal_bal_093	38.3953323364258	37.5077769290442	36.8069381713867	38.3552932739258	37.6548613445637	36.6960334777832	38.3953323364258	37.4348568751894	36.8069381713867	38.3060035705566	37.7721942813917	36.9333648681641	28.7975234985352	19.2576367005535	12.9935445785522	28.7975234985352	23.2794804627868	17.0794010162354	0.223686	0.068143	0.030335	0.346308	0.234684	0.113314	pal_bal_155	39.7179700000	3.4973000000
pal_bal_094	38.3953323364258	37.5077769290442	36.8069381713867	38.3552932739258	37.6548613445637	36.6960334777832	38.3953323364258	37.4348568751894	36.8069381713867	38.3060035705566	37.7721942813917	36.9333648681641	28.7975234985352	19.2576367005535	12.9935445785522	28.7975234985352	23.2794804627868	17.0794010162354	0.223686	0.068143	0.030335	0.346308	0.234684	0.113314	pal_bal_150	40.1280330000	4.0025830000
pal_bal_095	38.3818626403809	37.4795337874314	36.8359832763672	38.3324737548828	37.6346504685772	36.7433738708496	38.3818626403809	37.4109397537407	36.8359832763672	38.3358154296875	37.8284441520428	36.9823570251465	28.793436050415	19.3003698792951	13.063364982605	28.793436050415	23.3186086128498	17.1304454803467	0.223686	0.068143	0.030335	0.346308	0.234684	0.113314	pal_bal_135	39.7295330000	3.4824530000
pal_bal_096	38.3316459655762	37.5458811288592	36.7932167053223	38.3381538391113	37.6308636342581	36.6796112060547	38.3316459655762	37.4606519457938	36.7932167053223	38.289436340332	37.7252960205078	36.8525314331055	28.7619647979736	19.1787346944042	12.8787631988525	28.7619647979736	23.2042802503739	17.0236721038818	0.270196	0.072815	0.030324	0.444008	0.14713	0.032772	pal_bal_021	39.8707166700	0.6705000000
pal_bal_097	38.3316459655762	37.5458811288592	36.7932167053223	38.3381538391113	37.6308636342581	36.6796112060547	38.3316459655762	37.4606519457938	36.7932167053223	38.289436340332	37.7252960205078	36.8525314331055	28.7619647979736	19.1787346944042	12.8787631988525	28.7619647979736	23.2042802503739	17.0236721038818	0.270196	0.072815	0.030324	0.444008	0.14713	0.032772	pal_bal_013	39.8925000000	0.6657500000
pal_bal_098	38.3316459655762	37.5458811288592	36.7932167053223	38.3381538391113	37.6308636342581	36.6796112060547	38.3316459655762	37.4606519457938	36.7932167053223	38.289436340332	37.7252960205078	36.8525314331055	28.7619647979736	19.1787346944042	12.8787631988525	28.7619647979736	23.2042802503739	17.0236721038818	0.270196	0.072815	0.030324	0.444008	0.14713	0.032772	pan_spaS_050	37.5871170000	-0.6293830000
pal_bal_099	38.1720352172852	37.3390045275633	36.6452102661133	38.382755279541	38.0110174654649	37.1678276062012	38.1412391662598	37.2559903243492	36.6452102661133	38.3795928955078	37.8968560931326	37.1678276062012	29.0718097686768	19.5607359464141	13.1831007003784	29.0718097686768	23.6176491551016	17.2660331726074	0.151809	0.054742	0.027205	0.309262	0.079345	0.02684	pal_bal_063	40.1477500000	4.1157833300
pal_bal_100	38.1227378845215	37.2925371301585	36.6261558532715	38.2442283630371	37.4909760266885	36.499210357666	38.1227378845215	37.2023640994368	36.6261558532715	38.3014259338379	37.7363572175475	36.7047348022461	29.0171356201172	19.617752987763	13.2988939285278	29.0171356201172	23.644470927359	17.3452568054199	0.147626	0.054418	0.026987	0.385655	0.28068	0.148342	pan_spaS_028	37.6162700000	-0.6114330000
pal_bal_101	38.1227378845215	37.2925371301585	36.6261558532715	38.2442283630371	37.4909760266885	36.499210357666	38.1227378845215	37.2023640994368	36.6261558532715	38.3014259338379	37.7363572175475	36.7047348022461	29.0171356201172	19.617752987763	13.2988939285278	29.0171356201172	23.644470927359	17.3452568054199	0.147626	0.054418	0.026987	0.385655	0.28068	0.148342	pal_bal_055	39.9343500000	0.6881666700
pal_bal_102	38.3165588378906	37.5397947684102	36.7673606872559	38.3831672668457	37.6858291855177	36.674201965332	38.3165588378906	37.4322599213699	36.7673606872559	38.4127998352051	37.8862332347709	36.8558578491211	28.7843036651611	19.143858180649	13.0327863693237	28.7843036651611	23.1701777447229	16.9592056274414	0.299611	0.07727	0.030656	0.437955	0.277527	0.118054	pal_bal_069	39.5995333300	2.3392500000
pal_bal_103	38.3165588378906	37.5397947684102	36.7673606872559	38.3831672668457	37.6858291855177	36.674201965332	38.3165588378906	37.4322599213699	36.7673606872559	38.4127998352051	37.8862332347709	36.8558578491211	28.7843036651611	19.143858180649	13.0327863693237	28.7843036651611	23.1701777447229	16.9592056274414	0.299611	0.07727	0.030656	0.437955	0.277527	0.118054	pal_bal_025	39.8722500000	0.6827333300
pal_bal_104	38.3232765197754	37.53606081557	36.771427154541	38.2973747253418	37.5708093442223	36.6751823425293	38.3232765197754	37.437674226432	36.771427154541	38.3795928955078	37.8968560931326	37.1678276062012	28.7443103790283	19.145508782617	12.9834671020508	28.7443103790283	23.1675860196695	16.9835014343262	0.299611	0.07727	0.030656	0.437955	0.277527	0.118054	pal_bal_039	39.8470666700	0.6818833300
pal_bal_105	38.4004898071289	38.0007203858474	37.2195510864258	38.417236328125	38.0603064633711	37.555305480957	38.3271026611328	37.950489745743	37.2195510864258	38.3659858703613	38.0899207454988	37.7805786132812	26.1774501800537	17.3690398917801	11.9045934677124	26.1774501800537	20.810681710298	15.5576467514038	0.425218	0.155897	0.048969	0.517717	0.179466	0.038933	pal_bal_078	39.7466500000	3.4619666700
pal_bal_106	38.4004898071289	38.0007203858474	37.2195510864258	38.417236328125	38.0603064633711	37.555305480957	38.3271026611328	37.950489745743	37.2195510864258	38.3659858703613	38.0899207454988	37.7805786132812	26.1774501800537	17.3690398917801	11.9045934677124	26.1774501800537	20.810681710298	15.5576467514038	0.425218	0.155897	0.048969	0.517717	0.179466	0.038933	pal_bal_167	40.1238330000	3.9812830000
pal_bal_107	38.4004898071289	38.0007203858474	37.2195510864258	38.417236328125	38.0603064633711	37.555305480957	38.3271026611328	37.950489745743	37.2195510864258	38.3659858703613	38.0899207454988	37.7805786132812	26.1774501800537	17.3690398917801	11.9045934677124	26.1774501800537	20.810681710298	15.5576467514038	0.425218	0.155897	0.048969	0.517717	0.179466	0.038933	pal_bal_036	39.8553333300	0.6701666700
pal_bal_108	38.4004898071289	38.0007203858474	37.2195510864258	38.417236328125	38.0603064633711	37.555305480957	38.3271026611328	37.950489745743	37.2195510864258	38.3659858703613	38.0899207454988	37.7805786132812	26.1774501800537	17.3690398917801	11.9045934677124	26.1774501800537	20.810681710298	15.5576467514038	0.425218	0.155897	0.048969	0.517717	0.179466	0.038933	pan_spaS_012	36.8021170000	-1.9913170000
pal_bal_109	38.4004898071289	38.0007203858474	37.2195510864258	38.417236328125	38.0603064633711	37.555305480957	38.3271026611328	37.950489745743	37.2195510864258	38.3659858703613	38.0899207454988	37.7805786132812	26.1774501800537	17.3690398917801	11.9045934677124	26.1774501800537	20.810681710298	15.5576467514038	0.425218	0.155897	0.048969	0.517717	0.179466	0.038933	pal_bal_030	39.9105833300	0.6850000000
pal_bal_110	38.4001579284668	38.0072575163567	37.2105026245117	38.4025573730469	38.0638992474993	37.5810966491699	38.3704795837402	37.957234547056	37.2105026245117	38.3956108093262	38.1067609421595	37.7764930725098	26.2820987701416	17.4875274992537	12.1633338928223	26.2820987701416	20.95364714765	15.6017122268677	0.418466	0.157423	0.050642	0.46106	0.237088	0.065412	pan_spaS_024	36.7334830000	-2.0837000000
pal_bal_111	38.371898651123	37.9775048727277	37.149486541748	38.3879241943359	38.0589951093668	37.5626983642578	38.3294105529785	37.9365662761118	37.149486541748	38.3960762023926	38.1145543109411	37.8074684143066	26.0984153747559	17.1247209104998	11.7596912384033	26.0984153747559	20.5252961948	15.4962320327759	0.493136	0.161514	0.041043	0.493522	0.287152	0.110653	pan_spaS_041	37.6566000000	-0.5923670000
pal_bal_112	38.371898651123	37.9775048727277	37.149486541748	38.3879241943359	38.0589951093668	37.5626983642578	38.3294105529785	37.9365662761118	37.149486541748	38.3960762023926	38.1145543109411	37.8074684143066	26.0984153747559	17.1247209104998	11.7596912384033	26.0984153747559	20.5252961948	15.4962320327759	0.493136	0.161514	0.041043	0.493522	0.287152	0.110653	pal_bal_073	39.8793333300	3.7908000000
pal_bal_113	38.371898651123	37.9775048727277	37.149486541748	38.3879241943359	38.0589951093668	37.5626983642578	38.3294105529785	37.9365662761118	37.149486541748	38.3960762023926	38.1145543109411	37.8074684143066	26.0984153747559	17.1247209104998	11.7596912384033	26.0984153747559	20.5252961948	15.4962320327759	0.493136	0.161514	0.041043	0.493522	0.287152	0.110653	pal_bal_099	39.2047666700	2.9786000000
pal_bal_114	38.3751640319824	37.9841408455509	37.251522064209	38.387882232666	38.0543515276137	37.5944976806641	38.3059005737305	37.938667165822	37.251522064209	38.3977165222168	38.1115200071956	37.8078422546387	26.1279354095459	17.2170471788823	12.0398149490356	26.1279354095459	20.5785798423592	15.6280698776245	0.469061	0.155694	0.041854	0.48238	0.284977	0.108558	pal_bal_177	39.8157830000	3.5370170000
pal_bal_115	38.3751640319824	37.9841408455509	37.251522064209	38.387882232666	38.0543515276137	37.5944976806641	38.3059005737305	37.938667165822	37.251522064209	38.3977165222168	38.1115200071956	37.8078422546387	26.1279354095459	17.2170471788823	12.0398149490356	26.1279354095459	20.5785798423592	15.6280698776245	0.469061	0.155694	0.041854	0.48238	0.284977	0.108558	pal_bal_038	39.8470666700	0.6818833300
pal_bal_116	38.3751640319824	37.9841408455509	37.251522064209	38.387882232666	38.0543515276137	37.5944976806641	38.3059005737305	37.938667165822	37.251522064209	38.3977165222168	38.1115200071956	37.8078422546387	26.1279354095459	17.2170471788823	12.0398149490356	26.1279354095459	20.5785798423592	15.6280698776245	0.469061	0.155694	0.041854	0.48238	0.284977	0.108558	pan_spaS_033	37.6314170000	-0.6021000000
pal_bal_117	38.3751640319824	37.9841408455509	37.251522064209	38.387882232666	38.0543515276137	37.5944976806641	38.3059005737305	37.938667165822	37.251522064209	38.3977165222168	38.1115200071956	37.8078422546387	26.1279354095459	17.2170471788823	12.0398149490356	26.1279354095459	20.5785798423592	15.6280698776245	0.469061	0.155694	0.041854	0.48238	0.284977	0.108558	pan_spaS_001	36.9430000000	-1.8611330000
pal_bal_118	38.3751640319824	37.9841408455509	37.251522064209	38.387882232666	38.0543515276137	37.5944976806641	38.3059005737305	37.938667165822	37.251522064209	38.3977165222168	38.1115200071956	37.8078422546387	26.1279354095459	17.2170471788823	12.0398149490356	26.1279354095459	20.5785798423592	15.6280698776245	0.469061	0.155694	0.041854	0.48238	0.284977	0.108558	pal_bal_115	42.3064666700	3.3014000000
pal_bal_119	38.3751640319824	37.9841408455509	37.251522064209	38.387882232666	38.0543515276137	37.5944976806641	38.3059005737305	37.938667165822	37.251522064209	38.3977165222168	38.1115200071956	37.8078422546387	26.1279354095459	17.2170471788823	12.0398149490356	26.1279354095459	20.5785798423592	15.6280698776245	0.469061	0.155694	0.041854	0.48238	0.284977	0.108558	pal_bal_082	39.7423500000	3.4597500000
pal_bal_120	38.3751640319824	37.9841408455509	37.251522064209	38.387882232666	38.0543515276137	37.5944976806641	38.3059005737305	37.938667165822	37.251522064209	38.3977165222168	38.1115200071956	37.8078422546387	26.1279354095459	17.2170471788823	12.0398149490356	26.1279354095459	20.5785798423592	15.6280698776245	0.469061	0.155694	0.041854	0.48238	0.284977	0.108558	pal_bal_075	39.8945833300	3.7976666700
pal_bal_121	38.3751640319824	37.9841408455509	37.251522064209	38.387882232666	38.0543515276137	37.5944976806641	38.3059005737305	37.938667165822	37.251522064209	38.3977165222168	38.1115200071956	37.8078422546387	26.1279354095459	17.2170471788823	12.0398149490356	26.1279354095459	20.5785798423592	15.6280698776245	0.469061	0.155694	0.041854	0.48238	0.284977	0.108558	pal_bal_037	39.8470666700	0.6818833300
pal_bal_122	38.3751640319824	37.9841408455509	37.251522064209	38.387882232666	38.0543515276137	37.5944976806641	38.3059005737305	37.938667165822	37.251522064209	38.3977165222168	38.1115200071956	37.8078422546387	26.1279354095459	17.2170471788823	12.0398149490356	26.1279354095459	20.5785798423592	15.6280698776245	0.469061	0.155694	0.041854	0.48238	0.284977	0.108558	pan_spaS_042	37.6566000000	-0.5923670000
pal_bal_123	38.4004898071289	38.0007203858474	37.2195510864258	38.417236328125	38.0603064633711	37.555305480957	38.3271026611328	37.950489745743	37.2195510864258	38.3659858703613	38.0899207454988	37.7805786132812	26.1774501800537	17.3690398917801	11.9045934677124	26.1774501800537	20.810681710298	15.5576467514038	0.425218	0.155897	0.048969	0.517717	0.179466	0.038933	pal_bal_126	42.0625666700	3.2105500000
pal_bal_124	38.4004898071289	38.0007203858474	37.2195510864258	38.417236328125	38.0603064633711	37.555305480957	38.3271026611328	37.950489745743	37.2195510864258	38.3659858703613	38.0899207454988	37.7805786132812	26.1774501800537	17.3690398917801	11.9045934677124	26.1774501800537	20.810681710298	15.5576467514038	0.425218	0.155897	0.048969	0.517717	0.179466	0.038933	pal_bal_044	39.9343000000	0.6737833300
pal_bal_126	38.4004898071289	38.0007203858474	37.2195510864258	38.417236328125	38.0603064633711	37.555305480957	38.3271026611328	37.950489745743	37.2195510864258	38.3659858703613	38.0899207454988	37.7805786132812	26.1774501800537	17.3690398917801	11.9045934677124	26.1774501800537	20.810681710298	15.5576467514038	0.425218	0.155897	0.048969	0.517717	0.179466	0.038933	pal_bal_043	39.8263166700	0.6785166700
pal_bal_127	38.4004898071289	38.0007203858474	37.2195510864258	38.417236328125	38.0603064633711	37.555305480957	38.3271026611328	37.950489745743	37.2195510864258	38.3659858703613	38.0899207454988	37.7805786132812	26.1774501800537	17.3690398917801	11.9045934677124	26.1774501800537	20.810681710298	15.5576467514038	0.425218	0.155897	0.048969	0.517717	0.179466	0.038933	pal_bal_045	39.9343000000	0.6737833300
pal_bal_128	38.4004898071289	38.0007203858474	37.2195510864258	38.417236328125	38.0603064633711	37.555305480957	38.3271026611328	37.950489745743	37.2195510864258	38.3659858703613	38.0899207454988	37.7805786132812	26.1774501800537	17.3690398917801	11.9045934677124	26.1774501800537	20.810681710298	15.5576467514038	0.425218	0.155897	0.048969	0.517717	0.179466	0.038933	pan_spaS_025	36.7305670000	-2.0861830000
pal_bal_129	38.3428382873535	37.4680995831544	36.7487602233887	38.3138847351074	37.4901174950874	36.6287155151367	38.3428382873535	37.393198386006	36.7487602233887	38.3795928955078	37.8968560931326	37.1678276062012	28.7930221557617	19.298050669418	12.8867216110229	28.7930221557617	23.3621907289001	17.1729316711426	0.131001	0.056215	0.02927	0.377124	0.105876	0.030726	pal_bal_004	39.9617333300	3.6923666700
pal_bal_130	38.1757125854492	37.4099067052205	36.7555809020996	38.2443885803223	37.4166122962689	36.6232643127441	38.1757125854492	37.3460031487476	36.7555809020996	38.3795928955078	37.8968560931326	37.1678276062012	28.928674697876	19.4404400244526	13.011137008667	28.928674697876	23.522961912484	17.30446434021	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_143	39.7172830000	3.4782330000
pal_bal_132	38.1605911254883	37.4270314402964	36.8785400390625	38.382755279541	38.0110174654649	37.1678276062012	38.1605911254883	37.3832160248154	36.8785400390625	38.3795928955078	37.8968560931326	37.1678276062012	29.4268989562988	19.481984442678	12.5860109329224	29.4268989562988	23.6521924117516	17.1332874298096	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_128	42.0625666700	3.2105500000
pal_bal_133	38.2985534667969	37.5099570833403	36.7576713562012	38.3940048217773	37.6684011431448	36.6780853271484	38.2985534667969	37.3985628588446	36.7576713562012	38.403736114502	37.8505948647685	36.8482322692871	28.7763042449951	19.194499700919	13.0583448410034	28.7763042449951	23.2180793806054	16.9907779693604	0.238454	0.069523	0.02918	0.324135	0.079577	0.028353	pal_bal_087	39.9598000000	3.1718833300
pal_bal_134	38.2985534667969	37.5099570833403	36.7576713562012	38.3940048217773	37.6684011431448	36.6780853271484	38.2985534667969	37.3985628588446	36.7576713562012	38.403736114502	37.8505948647685	36.8482322692871	28.7763042449951	19.194499700919	13.0583448410034	28.7763042449951	23.2180793806054	16.9907779693604	0.238454	0.069523	0.02918	0.324135	0.079577	0.028353	pal_bal_129	39.7621333300	3.4772000000
pal_bal_135	38.2876129150391	37.4284568983933	36.748893737793	38.2669258117676	37.4570360987579	36.6200790405273	38.2876129150391	37.3581425458535	36.748893737793	38.3795928955078	37.8968560931326	37.1678276062012	28.8677082061768	19.3885823830791	12.9696578979492	28.8677082061768	23.4604857543419	17.214225769043	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_068	39.5995333300	2.3392500000
pal_bal_136	38.2876129150391	37.4284568983933	36.748893737793	38.2669258117676	37.4570360987579	36.6200790405273	38.2876129150391	37.3581425458535	36.748893737793	38.3795928955078	37.8968560931326	37.1678276062012	28.8677082061768	19.3885823830791	12.9696578979492	28.8677082061768	23.4604857543419	17.214225769043	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_090	39.9598000000	3.1718833300
pal_bal_137	38.1422538757324	37.4119596590941	36.8570137023926	38.382755279541	38.0110174654649	37.1678276062012	38.1422538757324	37.3624909061125	36.8570137023926	38.3795928955078	37.8968560931326	37.1678276062012	29.2535762786865	19.4859756519055	12.8210802078247	29.2535762786865	23.6204485180734	17.2633361816406	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pan_spaS_048	37.5871170000	-0.6293830000
pal_bal_138	38.1605911254883	37.4270314402964	36.8785400390625	38.382755279541	38.0110174654649	37.1678276062012	38.1605911254883	37.3832160248154	36.8785400390625	38.3795928955078	37.8968560931326	37.1678276062012	29.4268989562988	19.481984442678	12.5860109329224	29.4268989562988	23.6521924117516	17.1332874298096	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pan_spaS_009	36.7191500000	-2.1083500000
pal_bal_139	38.1757125854492	37.4099067052205	36.7555809020996	38.2443885803223	37.4166122962689	36.6232643127441	38.1757125854492	37.3460031487476	36.7555809020996	38.3795928955078	37.8968560931326	37.1678276062012	28.928674697876	19.4404400244526	13.011137008667	28.928674697876	23.522961912484	17.30446434021	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_141	39.7172830000	3.4782330000
pal_bal_140	38.1757125854492	37.4099067052205	36.7555809020996	38.2443885803223	37.4166122962689	36.6232643127441	38.1757125854492	37.3460031487476	36.7555809020996	38.3795928955078	37.8968560931326	37.1678276062012	28.928674697876	19.4404400244526	13.011137008667	28.928674697876	23.522961912484	17.30446434021	0.118205	0.054373	0.029488	0.30714	0.085631	0.028405	pal_bal_170	40.1238330000	3.9812830000
